plot;variable;value
HO4-09;plsx;2
HO4-10;plsx;2
HO5-01;plsx;2
HO5-02;plsx;2
HO5-03;plsx;2
HO5-04;plsx;2
HO5-05;plsx;2
HO5-06;plsx;2
HO5-07;plsx;2
HO5-08;plsx;2
HO5-09;plsx;2
HO5-10;plsx;2
T1-01;plsx;2
T1-02;plsx;2
T1-03;plsx;2
T1-04;plsx;2
T1-05;plsx;2
T1-06;plsx;2
T1-07;plsx;2
T1-08;plsx;2
T1-09;plsx;2
T1-10;plsx;2
T2-01;plsx;2
T2-02;plsx;2
T2-03;plsx;2
T2-04;plsx;2
T2-05;plsx;2
T2-06;plsx;2
T2-07;plsx;2
T2-08;plsx;2
T2-09;plsx;2
T2-10;plsx;2
T3-01;plsx;2
T3-02;plsx;2
T3-03;plsx;2
T3-04;plsx;2
T3-05;plsx;2
T3-06;plsx;2
T3-07;plsx;2
T3-08;plsx;2
T3-09;plsx;2
T3-10;plsx;2
T4-01;plsx;2
T4-02;plsx;2
T4-03;plsx;2
T4-04;plsx;2
T4-05;plsx;2
T4-06;plsx;2
T4-07;plsx;2
T4-08;plsx;2
T4-09;plsx;2
T4-10;plsx;2
T5-01;plsx;2
T5-02;plsx;2
T5-03;plsx;2
T5-04;plsx;2
T5-05;plsx;2
T5-06;plsx;2
T5-07;plsx;2
T5-08;plsx;2
T5-09;plsx;2
T5-10;plsx;2
W1-01;plsx;2
W1-02;plsx;2
W1-03;plsx;2
W1-04;plsx;2
W1-05;plsx;2
W1-06;plsx;2
W1-07;plsx;2
W1-08;plsx;2
W1-09;plsx;2
W1-10;plsx;2
W2-01;plsx;2
W2-02;plsx;2
W2-03;plsx;2
W2-04;plsx;2
W2-05;plsx;2
W2-06;plsx;2
W2-07;plsx;2
W2-08;plsx;2
W2-09;plsx;2
W2-10;plsx;2
W3-01;plsx;2
W3-02;plsx;2
W3-03;plsx;2
W3-04;plsx;2
W3-05;plsx;2
W3-06;plsx;2
W3-07;plsx;2
W3-08;plsx;2
W3-09;plsx;2
W3-10;plsx;2
W4-01;plsx;2
W4-02;plsx;2
W4-03;plsx;2
W4-04;plsx;2
W4-05;plsx;2
W4-06;plsx;2
W4-07;plsx;2
W4-08;plsx;2
W4-09;plsx;2
W4-10;plsx;2
W5-01;plsx;2
W5-02;plsx;2
W5-03;plsx;2
W5-04;plsx;2
W5-05;plsx;2
W5-06;plsx;2
W5-07;plsx;2
W5-08;plsx;2
W5-09;plsx;2
W5-10;plsx;2
W6-01;plsx;2
W6-02;plsx;2
W6-03;plsx;2
W6-04;plsx;2
W6-05;plsx;2
W6-06;plsx;2
W6-07;plsx;2
W6-08;plsx;2
W6-09;plsx;2
W6-10;plsx;2
W7-01;plsx;2
W7-02;plsx;2
W7-03;plsx;2
W7-04;plsx;2
W7-05;plsx;2
W7-06;plsx;2
W7-07;plsx;2
W7-08;plsx;2
W7-09;plsx;2
W7-10;plsx;2
H1-01;plsy;2
H1-02;plsy;2
H1-03;plsy;2
H1-04;plsy;2
H1-05;plsy;2
H1-06;plsy;2
H1-07;plsy;2
H1-08;plsy;2
H1-09;plsy;2
H1-10;plsy;2
H2-01;plsy;2
H2-02;plsy;2
H2-03;plsy;2
H2-04;plsy;2
H2-05;plsy;2
H2-06;plsy;2
H2-07;plsy;2
H2-08;plsy;2
H2-09;plsy;2
H2-10;plsy;2
H3-01;plsy;2
H3-02;plsy;2
H3-03;plsy;2
H3-04;plsy;2
H3-05;plsy;2
H3-06;plsy;2
H3-07;plsy;2
H3-08;plsy;2
H3-09;plsy;2
H3-10;plsy;2
H4-01;plsy;2
H4-02;plsy;2
H4-03;plsy;2
H4-04;plsy;2
H4-05;plsy;2
H4-06;plsy;2
H4-07;plsy;2
H4-08;plsy;2
H4-09;plsy;2
H4-10;plsy;2
H5-01;plsy;2
H5-02;plsy;2
H5-03;plsy;2
H5-04;plsy;2
H5-05;plsy;2
H5-06;plsy;2
H5-07;plsy;2
H5-08;plsy;2
H5-09;plsy;2
H5-10;plsy;2
H6-01;plsy;2
H6-02;plsy;2
H6-03;plsy;2
H6-04;plsy;2
H6-05;plsy;2
H6-06;plsy;2
H6-07;plsy;2
H6-08;plsy;2
H6-09;plsy;2
H6-10;plsy;2
H7-01;plsy;2
H7-02;plsy;2
H7-03;plsy;2
H7-04;plsy;2
H7-05;plsy;2
H7-06;plsy;2
H7-07;plsy;2
H7-08;plsy;2
H7-09;plsy;2
H7-10;plsy;2
HO1-01;plsy;2
HO1-02;plsy;2
HO1-03;plsy;2
HO1-04;plsy;2
HO1-05;plsy;2
HO1-06;plsy;2
HO1-07;plsy;2
HO1-08;plsy;2
HO1-09;plsy;2
HO1-10;plsy;2
HO2-01;plsy;2
HO2-02;plsy;2
HO2-03;plsy;2
HO2-04;plsy;2
HO2-05;plsy;2
HO2-06;plsy;2
HO2-07;plsy;2
HO2-08;plsy;2
HO2-09;plsy;2
HO2-10;plsy;2
HO3-01;plsy;2
HO3-02;plsy;2
HO3-03;plsy;2
HO3-04;plsy;2
HO3-05;plsy;2
HO3-06;plsy;2
HO3-07;plsy;2
HO3-08;plsy;2
HO3-09;plsy;2
HO3-10;plsy;2
HO4-01;plsy;2
HO4-02;plsy;2
HO4-03;plsy;2
HO4-04;plsy;2
HO4-05;plsy;2
HO4-06;plsy;2
HO4-07;plsy;2
HO4-08;plsy;2
HO4-09;plsy;2
HO4-10;plsy;2
HO5-01;plsy;2
HO5-02;plsy;2
HO5-03;plsy;2
HO5-04;plsy;2
HO5-05;plsy;2
HO5-06;plsy;2
HO5-07;plsy;2
HO5-08;plsy;2
HO5-09;plsy;2
HO5-10;plsy;2
T1-01;plsy;2
T1-02;plsy;2
T1-03;plsy;2
T1-04;plsy;2
T1-05;plsy;2
T1-06;plsy;2
T1-07;plsy;2
T1-08;plsy;2
T1-09;plsy;2
T1-10;plsy;2
T2-01;plsy;2
T2-02;plsy;2
T2-03;plsy;2
T2-04;plsy;2
T2-05;plsy;2
T2-06;plsy;2
T2-07;plsy;2
T2-08;plsy;2
T2-09;plsy;2
T2-10;plsy;2
T3-01;plsy;2
T3-02;plsy;2
T3-03;plsy;2
T3-04;plsy;2
T3-05;plsy;2
T3-06;plsy;2
T3-07;plsy;2
T3-08;plsy;2
T3-09;plsy;2
T3-10;plsy;2
T4-01;plsy;2
T4-02;plsy;2
T4-03;plsy;2
T4-04;plsy;2
T4-05;plsy;2
T4-06;plsy;2
T4-07;plsy;2
T4-08;plsy;2
T4-09;plsy;2
T4-10;plsy;2
T5-01;plsy;2
T5-02;plsy;2
T5-03;plsy;2
T5-04;plsy;2
T5-05;plsy;2
T5-06;plsy;2
T5-07;plsy;2
T5-08;plsy;2
T5-09;plsy;2
T5-10;plsy;2
W1-01;plsy;2
W1-02;plsy;2
W1-03;plsy;2
W1-04;plsy;2
W1-05;plsy;2
W1-06;plsy;2
W1-07;plsy;2
W1-08;plsy;2
W1-09;plsy;2
W1-10;plsy;2
W2-01;plsy;2
W2-02;plsy;2
W2-03;plsy;2
W2-04;plsy;2
W2-05;plsy;2
W2-06;plsy;2
W2-07;plsy;2
W2-08;plsy;2
W2-09;plsy;2
W2-10;plsy;2
W3-01;plsy;2
W3-02;plsy;2
W3-03;plsy;2
W3-04;plsy;2
W3-05;plsy;2
W3-06;plsy;2
W3-07;plsy;2
W3-08;plsy;2
W3-09;plsy;2
W3-10;plsy;2
W4-01;plsy;2
W4-02;plsy;2
W4-03;plsy;2
W4-04;plsy;2
W4-05;plsy;2
W4-06;plsy;2
W4-07;plsy;2
W4-08;plsy;2
W4-09;plsy;2
W4-10;plsy;2
W5-01;plsy;2
W5-02;plsy;2
W5-03;plsy;2
W5-04;plsy;2
W5-05;plsy;2
W5-06;plsy;2
W5-07;plsy;2
W5-08;plsy;2
W5-09;plsy;2
W5-10;plsy;2
W6-01;plsy;2
W6-02;plsy;2
W6-03;plsy;2
W6-04;plsy;2
W6-05;plsy;2
W6-06;plsy;2
W6-07;plsy;2
W6-08;plsy;2
W6-09;plsy;2
W6-10;plsy;2
W7-01;plsy;2
W7-02;plsy;2
W7-03;plsy;2
W7-04;plsy;2
W7-05;plsy;2
W7-06;plsy;2
W7-07;plsy;2
W7-08;plsy;2
W7-09;plsy;2
W7-10;plsy;2
